id,user_id,source_channel_id,telegram_message_id,asin,supplier_price,moq,is_ready_to_ship,raw_message_text,message_date,created_at,supplier,image_url,amazon_title,buy_box_price,amazon_rating,review_count,bestseller_rank,category,calculated_profit,calculated_roi,calculated_margin,profit_score,enrichment_status,enriched_at,seller_name,is_sold_by_amazon,is_fulfilled_by_amazon,estimated_monthly_sales,estimated_90_day_sales,product_weight_lbs,product_length_inches,product_width_inches,product_height_inches,estimated_shipping_cost,shipping_method,is_bad_opportunity,opportunity_reason,net_profit_after_shipping,total_cost_per_unit,enrichment_error,supplier_id,telegram_message_fk,seller_account_id,is_fba,inbound_shipping_per_unit,gross_profit_per_unit,fees_total
1706,20580d15-b4db-4a7b-8ff5-fbbff19f606e,-1001470748541,19794,5369411622,21.0,300,false,"https://www.walmart.com/ip/Power-Saber-Energy-Blade-Green-with-Realistic-Safe-Battle-Action/5369411622

$21
MOQ 300",2025-11-26 21:50:26+00,2025-11-28 22:19:42.863845+00,💎 DenariusBlack.com 💎,,,,,,,,,,,,failed,2025-11-29 05:27:30.695253+00,,false,true,,,,,,,0.75,FBA Inbound,true,Low profit margin (0.0%),,,Unexpected error: cannot access local variable 'total_amazon_fees' where it is not associated with a value,2643bb58-a58c-4494-8d6e-9418b3e79096,167,,true,,,
1707,20580d15-b4db-4a7b-8ff5-fbbff19f606e,-1001470748541,19793,5281113148,21.0,300,false,"https://www.walmart.com/ip/Power-Saber-Energy-Blade-Red-with-Realistic-Safe-Battle-Action/5281113148

$21
MOQ 300",2025-11-26 21:48:09+00,2025-11-28 22:19:42.863845+00,💎 DenariusBlack.com 💎,,,,,,,,,,,,failed,2025-11-29 05:27:53.243666+00,,false,true,,,,,,,0.75,FBA Inbound,true,Low profit margin (0.0%),,,Unexpected error: cannot access local variable 'total_amazon_fees' where it is not associated with a value,2643bb58-a58c-4494-8d6e-9418b3e79096,81,,true,,,
1708,20580d15-b4db-4a7b-8ff5-fbbff19f606e,-1001470748541,19792,B0BS8SV27Y,10,500,true,"https://www.amazon.com/Mini-Brands-Exclusive-Collectibles-Accessories/dp/B0BS8SV27Y/

$10
MOQ 500 
BSR 19k (1%)
42.50% ROI 
Monthly Sales 1k+",2025-11-26 21:33:58+00,2025-11-28 22:19:42.863845+00,💎 DenariusBlack.com 💎,https://m.media-amazon.com/images/I/81Su1zH4ByL._AC_SL1500_.jpg,"Mini Brands Series 5 (2 Pack) by ZURU Amazon Exclusive Mini Collectibles Full of Surprises, Mystery Minis and Accessories to Collect",,4.70,1823,,Toys & Games,,,,,failed,2025-11-29 05:27:58.912424+00,,false,true,911,2733,,3.74,3.74,3.74,0.75,FBA Inbound,true,Low profit margin (0.0%),,,Unexpected error: cannot access local variable 'total_amazon_fees' where it is not associated with a value,2643bb58-a58c-4494-8d6e-9418b3e79096,209,,true,,,
1709,20580d15-b4db-4a7b-8ff5-fbbff19f606e,-1001470748541,19791,B0DJG58YNX,16,400,false,"https://www.amazon.com/Solid-Gold-Freeze-Dried-Food/DP/B0DJG58YNX/reff?th=1

$16
MOQ 400 
BSR 983 (1%)
38.75% ROI 
Monthly Sales 300+",2025-11-26 18:22:27+00,2025-11-28 22:19:42.863845+00,💎 DenariusBlack.com 💎,https://m.media-amazon.com/images/I/81e33l7Z3LL._AC_SL1500_.jpg,"Solid Gold Freeze Dried Dog Food - W/Real Beef, Pumpkin & Superfoods - Freeze Dried Raw Dog Food Toppers for Picky Eaters to Serve as a Nutrient-Dense Meal Topper or High Protein Treats - 12oz 12 Ounce (Pack of 1)",26.06,4.50,717,1723,Pet Supplies,1.90,11.88,7.29,20,enriched,2025-11-28 22:26:44.088491+00,,false,true,112,336,,,,,0.75,FBA Inbound,true,Low profit margin (7.3%),1.90,24.16,,2643bb58-a58c-4494-8d6e-9418b3e79096,85,,true,,,
1710,20580d15-b4db-4a7b-8ff5-fbbff19f606e,-1001470748541,19790,B0BL8K97S5,92,400,true,"[https://www.amazon.com/dp/B0BL8K97S5?ref](https://www.amazon.com/dp/B0BL8K97S5?ref)

$92
800 available 
MOQ 400 
BSR 240k (1%)
32.59% ROI
",2025-11-26 17:59:14+00,2025-11-28 22:19:42.863845+00,💎 DenariusBlack.com 💎,https://m.media-amazon.com/images/I/512HkguxkOL._AC_SL1422_.jpg,RYOBI 18V ONE+ Hybrid Forced Air Propane Heater,,4.00,19,,Home & Kitchen,,,,,failed,2025-11-29 05:28:23.253702+00,,false,true,9,27,19.75,19.75,15.13,13.19,2.50,FBA Inbound,true,Low profit margin (0.0%); Very low sales velocity (9 units/month),,,Unexpected error: cannot access local variable 'total_amazon_fees' where it is not associated with a value,2643bb58-a58c-4494-8d6e-9418b3e79096,187,,true,,,
1711,20580d15-b4db-4a7b-8ff5-fbbff19f606e,-1001470748541,19789,B07KPXPGZS,54,600,true,"https://www.amazon.com/dp/B07KPXPGZS?ref

$54
600 available 
BSR 29k (1%)
Monthly Sales 400+",2025-11-26 17:43:36+00,2025-11-28 22:19:42.863845+00,💎 DenariusBlack.com 💎,https://m.media-amazon.com/images/I/61gr7EtcccL._AC_SL1000_.jpg,Milwaukee Electric - Hole Dozer BI-Metal Hole Saw KIT - 17PC,65.16,4.50,778,,Tools & Home Improvement,-4.61,-8.54,-7.08,0,enriched,2025-11-28 22:26:57.783111+00,,false,true,389,1167,3.52,,,,1.00,FBA Inbound,true,Low profit margin (-7.1%),-4.61,69.77,,2643bb58-a58c-4494-8d6e-9418b3e79096,168,,true,,,
1712,20580d15-b4db-4a7b-8ff5-fbbff19f606e,-1001470748541,19788,B0BCXDDR3H,20,200,true,"https://www.amazon.com/dp/B0BCXDDR3H?psc=1

$20
800 Available
MOQ 200 
BSR 39k (1%)
40.25% ROI",2025-11-26 14:59:59+00,2025-11-28 22:19:42.863845+00,💎 DenariusBlack.com 💎,https://m.media-amazon.com/images/I/31gIhUbSHrL.jpg,Kopari Moisture Whipped Ceramide Cream | Hydrate and Restore | Vegan Ceramides and Moisture-Retaining Hyaluronic Acid | 2.1 oz,26.40,4.70,303,39211,Beauty & Personal Care,-1.81,-9.05,-6.86,0,enriched,2025-11-28 22:27:04.63143+00,,false,true,20,60,,5.91,2.76,5.91,0.75,FBA Inbound,true,Low profit margin (-6.9%),-1.81,28.21,,2643bb58-a58c-4494-8d6e-9418b3e79096,56,,true,,,
1713,20580d15-b4db-4a7b-8ff5-fbbff19f606e,-1001470748541,19787,B09PT23WRP,7.5,1872,false,"https://www.amazon.com/dp/B09PT23WRP?ref

$7.50 
1,872 Units Take All 
Exp 09/2026
FOB - GA
43.73% ROI 
Monthly Sales 1k+",2025-11-26 00:56:27+00,2025-11-28 22:19:42.863845+00,💎 DenariusBlack.com 💎,https://m.media-amazon.com/images/I/71WiZ0ZEPsL._AC_SL1500_.jpg,"Lotrimin Ultra with No Touch Applicator,1 Week Athlete's Foot Treatment Cream. Prescription Strength Butenafine Hydrochloride 1%,Cures Most Athlete’s Foot Between Toes,Antifungal,0.7 oz (20 Grams)",18.72,4.60,1974,30540,"Health, Household & Baby Care",4.16,55.49,22.23,73,enriched,2025-11-28 22:27:11.392185+00,,true,true,21,63,,2.75,1.00,6.75,0.75,FBA Inbound,true,Sold by Amazon - high competition,4.16,14.56,,2643bb58-a58c-4494-8d6e-9418b3e79096,114,,true,,,
1714,20580d15-b4db-4a7b-8ff5-fbbff19f606e,-1001470748541,19786,B0CHSHWLV8,4.1,800,true,"https://www.amazon.com/Muddy-Bites-Chocolate-Waffle-Snack/DP/B0CHSHWLV8?th=1

$4.10
1600 available 
MOQ 800 
BSR 31k (1%)
48.78% ROI 
Monthly Sales 2k+",2025-11-25 22:19:17+00,2025-11-28 22:19:42.863845+00,💎 DenariusBlack.com 💎,https://m.media-amazon.com/images/I/51hV4h3GLLL._SL1000_.jpg,"Muddy Bites - Dark Chocolate - Waffle Cone Snack Bite Sized Filled Cone Bites for Snack or Dessert Made with Cane Sugar, Kosher, Fair Trade Certified",11.12,4.20,127,24303,Grocery & Gourmet Food,1.10,26.88,9.91,33,enriched,2025-11-28 22:27:17.091147+00,,true,true,21,63,,,,,0.75,FBA Inbound,true,Sold by Amazon - high competition,1.10,10.02,,2643bb58-a58c-4494-8d6e-9418b3e79096,89,,true,,,
1715,20580d15-b4db-4a7b-8ff5-fbbff19f606e,-1001470748541,19785,B015YQOGYU,5,450,true,"https://www.amazon.com/Crock-Savory-Chicken-Seasoning-Packets/DP/B015YQOGYU

$5
900 available 
MOQ 450 
BSR 46k (2%)
46.80% ROI",2025-11-25 21:58:26+00,2025-11-28 22:19:42.863845+00,💎 DenariusBlack.com 💎,https://m.media-amazon.com/images/I/81rsv6e0kRL._SL1500_.jpg,Crock Pot Savory Herb Chicken Seasoning Mix (Pack of 4) 1.5 oz Packets,11.99,4.30,310,44903,Grocery & Gourmet Food,-3.31,-66.17,-27.59,0,enriched,2025-11-28 22:27:22.759085+00,,false,true,20,60,,,,,8.50,FBA Inbound,true,Low profit margin (-27.6%),-3.31,15.30,,2643bb58-a58c-4494-8d6e-9418b3e79096,6,,true,,,
1716,20580d15-b4db-4a7b-8ff5-fbbff19f606e,-1001470748541,19784,B0C384976L,5.2,1000,true,"https://www.amazon.com/DP/B0C384976L

$5.20
2000 available 
MOQ 1000 
BSR 13k (1%)
39.81% ROI 
Monthly Sales 1k+",2025-11-25 21:50:21+00,2025-11-28 22:19:42.863845+00,💎 DenariusBlack.com 💎,https://m.media-amazon.com/images/I/81vBXPEjkAL._SL1500_.jpg,"THAYERS Soak It Up 80HR Liquid Moisturizer, Face Moisturizer with Hyaluronic Acid and Snow Mushroom, Dermatologist Tested Skin Care for Normal to Dry Skin, 2.5 Oz 2.5 Fl Oz (Pack of 1)",13.16,4.60,939,13430,Beauty & Personal Care,1.74,33.38,13.19,43,enriched,2025-11-28 22:27:31.854348+00,,true,true,24,72,,5.10,2.40,5.82,0.75,FBA Inbound,true,Sold by Amazon - high competition,1.74,11.42,,2643bb58-a58c-4494-8d6e-9418b3e79096,107,,true,,,
1717,20580d15-b4db-4a7b-8ff5-fbbff19f606e,-1001470748541,19783,B08VBVBS7N,29,200,true,"https://www.amazon.com/DP/B08VBVBS7N?th=1

$29 
200 available 
Take all 
BSR 96k (2%)
34.24% ROI",2025-11-25 21:42:56+00,2025-11-28 22:19:42.863845+00,💎 DenariusBlack.com 💎,https://m.media-amazon.com/images/I/71TwlJdAzlL._SL1300_.jpg,"Method Fragrance Booster, Ginger Mango, Keeps Clothes Fresh For Up to 12 weeks, 14.8 Ounces (Pack of 6) Ginger Mango 14.8 Ounce (Pack of 6)",55.99,4.20,84,90982,"Health, Household & Baby Care",3.59,12.38,6.41,19,enriched,2025-11-28 22:39:46.348382+00,,false,true,18,54,,10.75,5.13,9.63,15.00,FBA Inbound,true,Low profit margin (6.4%),3.59,52.40,,2643bb58-a58c-4494-8d6e-9418b3e79096,170,,true,,,
1718,20580d15-b4db-4a7b-8ff5-fbbff19f606e,-1001470748541,19782,B08YD33YL6,6,400,true,"https://www.amazon.com/DP/B08YD33YL6?th=1

$6
800 available 
MOQ 400 
BSR 58k (1%)
31.67% ROI",2025-11-25 21:40:45+00,2025-11-28 22:19:42.863845+00,💎 DenariusBlack.com 💎,https://m.media-amazon.com/images/I/71tt9B6VUJL._SL1500_.jpg,"Method Fragrance Booster, Ginger Mango, Keeps Clothes Fresh For Up to 12 weeks, 14.8 Ounces (Pack of 1) Ginger Mango 14.8 Ounce (Pack of 1)",,4.30,206,90933,Grocery & Gourmet Food,,,,,failed,2025-11-29 05:27:39.556706+00,,false,true,18,54,,2.31,8.75,3.44,0.75,FBA Inbound,true,"Low profit margin (0.0%); Low sales velocity (18 units/month); Poor sales rank (#90,933)",,,Unexpected error: cannot access local variable 'total_amazon_fees' where it is not associated with a value,2643bb58-a58c-4494-8d6e-9418b3e79096,33,,true,,,
1719,20580d15-b4db-4a7b-8ff5-fbbff19f606e,-1001470748541,19781,B08H3TSP2X,3.5,480,true,"https://www.amazon.com/Maybelline-Sensational-Ultimatte-Lightweight-Comfortable/dp/B08H3TSP2X?th=1

$3.50 
40k Available
MOQ 480 
BSR 4k (1%)
72.00% ROI",2025-11-25 21:27:54+00,2025-11-28 22:19:42.863845+00,💎 DenariusBlack.com 💎,https://m.media-amazon.com/images/I/71k0CuF-hkL._SL1500_.jpg,"Maybelline Color Sensational Ultimatte Matte Lipstick, Non-Drying, Intense Color Pigment, More Truffle, Cocoa Brown, 1 Count 999 MORE TRUFFLE 0.06 Ounce (Pack of 1)",5.50,4.40,10197,3683,Beauty & Personal Care,-3.07,-87.86,-55.91,0,enriched,2025-11-28 22:39:59.372037+00,,true,true,96,288,,0.56,0.56,4.25,0.75,FBA Inbound,true,Sold by Amazon - high competition,-3.07,8.57,,2643bb58-a58c-4494-8d6e-9418b3e79096,55,,true,,,
1720,20580d15-b4db-4a7b-8ff5-fbbff19f606e,-1001470748541,19780,B09J618JL4,3.5,480,true,"https://www.amazon.com/MAYBELLINE-Sensational-Ultimatte-Lipstick-Non-Drying/dp/B09J618JL4?th=1

$3.50 
5800 Available
MOQ 480 
BSR 4k (1%)
62.29% ROI",2025-11-25 21:16:49+00,2025-11-28 22:19:42.863845+00,💎 DenariusBlack.com 💎,https://m.media-amazon.com/images/I/61eMLvuIM0L._SL1500_.jpg,"Maybelline Color Sensational Ultimatte Matte Lipstick, Non-Drying, Intense Color Pigment, More Blonde, Sandy Nude, 1 Count 588 MORE BLONDE 0.06 Ounce (Pack of 1)",8.85,4.40,10197,3683,Beauty & Personal Care,-0.23,-6.50,-2.57,0,enriched,2025-11-28 22:40:07.330678+00,,false,true,96,288,,0.56,0.56,4.25,0.75,FBA Inbound,true,Low profit margin (-2.6%),-0.23,9.08,,2643bb58-a58c-4494-8d6e-9418b3e79096,250,,true,,,
1721,20580d15-b4db-4a7b-8ff5-fbbff19f606e,-1001470748541,19779,B08H3MJXZT,3,480,true,"https://www.amazon.com/Maybelline-New-York-Sensational-Lipstick-Lightweight/dp/B08H3MJXZT?th=1

$3
16k Available
MOQ 480 
BSR 4k (1%)
68.67% ROI",2025-11-25 21:06:23+00,2025-11-28 22:19:42.863845+00,💎 DenariusBlack.com 💎,https://m.media-amazon.com/images/I/71VRYLTLVEL._SL1500_.jpg,"Maybelline Color Sensational Ultimatte Matte Lipstick, Non-Drying, Intense Color Pigment, More Rust, Rusty Red, 1 Count 899 MORE RUST 0.06 Ounce (Pack of 1)",8.11,4.40,10197,3683,Beauty & Personal Care,-0.36,-11.88,-4.40,0,enriched,2025-11-28 22:40:17.830701+00,,true,true,96,288,,0.56,0.56,4.25,0.75,FBA Inbound,true,Sold by Amazon - high competition,-0.36,8.47,,2643bb58-a58c-4494-8d6e-9418b3e79096,230,,true,,,
1722,20580d15-b4db-4a7b-8ff5-fbbff19f606e,-1001470748541,19778,B08H3S94P5,3,480,true,"https://www.amazon.com/Maybelline-New-York-Sensational-Lipstick-Lightweight/dp/B08H3S94P5?th=1

$3
12k Available
MOQ 480 
BSR 4k (1%)
77.00% ROI",2025-11-25 21:01:03+00,2025-11-28 22:19:42.863845+00,💎 DenariusBlack.com 💎,https://m.media-amazon.com/images/I/7124EX-SMBL._SL1500_.jpg,"Maybelline Color Sensational Ultimatte Matte Lipstick, Non-Drying, Intense Color Pigment, More Scarlet, Scarlet Red, 1 Count 299 MORE SCARLET 0.06 Ounce (Pack of 1)",7.97,4.40,10197,3683,Beauty & Personal Care,-0.48,-15.85,-5.97,0,enriched,2025-11-28 22:40:23.234815+00,,true,true,96,288,,0.56,0.56,4.25,0.75,FBA Inbound,true,Sold by Amazon - high competition,-0.48,8.45,,2643bb58-a58c-4494-8d6e-9418b3e79096,105,,true,,,
1723,20580d15-b4db-4a7b-8ff5-fbbff19f606e,-1001470748541,19777,B0BLGJNQRB,5.5,1200,true,"https://www.amazon.com/dp/B0BLGJNQRB?ref=undefined&th=1

$5.50 
4,494 Units Available 
MOQ 1,200
FOB - NY
35.64% ROI",2025-11-25 20:47:20+00,2025-11-28 22:19:42.863845+00,💎 DenariusBlack.com 💎,https://m.media-amazon.com/images/I/71eyHjooQsL._SL1500_.jpg,"Hello Peach Aluminum Free Deodorant for Women + Men, Natural Fragrance, Dermatologically tested, Baking Soda Free, Parabens Free, Dye Free, 24 Hour Odor Protection, (Pack of 2) Peach 2.6 Ounce (Pack of 2)",13.99,4.20,9120,672,Beauty & Personal Care,2.14,38.94,15.31,50,enriched,2025-11-28 22:28:16.341268+00,,true,true,141,423,,,,,0.75,FBA Inbound,true,Sold by Amazon - high competition,2.14,11.85,,2643bb58-a58c-4494-8d6e-9418b3e79096,103,,true,,,
1724,20580d15-b4db-4a7b-8ff5-fbbff19f606e,-1001470748541,19776,B0BL8BVXD4,7.5,1000,true,"[https://www.amazon.com/dp/B0BL8BVXD4?ref=undefined&th=1](https://www.amazon.com/dp/B0BL8BVXD4?ref=undefined&th=1)

$7.50 
3000 available 
MOQ 1000 
BSR 19k (1%)
32.80% ROI",2025-11-25 20:23:56+00,2025-11-28 22:19:42.863845+00,💎 DenariusBlack.com 💎,https://m.media-amazon.com/images/I/51D5lb-YJIL._SL1152_.jpg,Dolly Parton - Eau de Toilette - Perfume for Women - Scent from Above - 1.0 Fl Oz Scent From Above 1 Fl Oz (Pack of 1),17.99,4.50,1387,17749,Beauty & Personal Care,3.54,47.22,19.69,63,enriched,2025-11-28 22:28:21.752575+00,,false,true,23,69,,1.18,1.57,3.15,0.75,FBA Inbound,false,,3.54,14.45,,2643bb58-a58c-4494-8d6e-9418b3e79096,86,,true,,,
